vol_iss_date, pdf_link, cover_loc, iss_loc
"Vol. 15, No. 10, June 19, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%209%201-28%20jun%2012%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%209%201-28%20jun%2012%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%209%201-28%20jun%2012%201976.pdf
"Vol. 15, No. 11, June 26, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2010%201-28%20jun%2019%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2010%201-28%20jun%2019%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2010%201-28%20jun%2019%201976.pdf
"Vol. 15, No. 12, July 3, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2011%201-28%20jun%2026%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2011%201-28%20jun%2026%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2011%201-28%20jun%2026%201976.pdf
"Vol. 15, No. 13, July 10, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2012%201-28%20jul%203%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2012%201-28%20jul%203%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2012%201-28%20jul%203%201976.pdf
"Vol. 15, No. 14, July 17, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2013%201-28%20jul%2010%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2013%201-28%20jul%2010%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2013%201-28%20jul%2010%201976.pdf
"Vol. 15, No. 15, July 24, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2014%201-28%20jul%2017%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2014%201-28%20jul%2017%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2014%201-28%20jul%2017%201976.pdf
"Vol. 15, No. 17, August 7, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2015%201-28%20jul%2024%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2015%201-28%20jul%2024%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2015%201-28%20jul%2024%201976.pdf
"Vol. 15, No. 18, August 14, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2017%201-28%20aug%207%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2017%201-28%20aug%207%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2017%201-28%20aug%207%201976.pdf
"Vol. 15, No. 19, August 21, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2018%201-28%20aug%2014%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2018%201-28%20aug%2014%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2018%201-28%20aug%2014%201976.pdf
"Vol. 15, No. 20, August 28, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2019%201-26%20aug%202%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2019%201-26%20aug%202%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2019%201-26%20aug%202%201976.pdf
"Vol. 15, No. 21, September 4, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2020%201-23%20aug%2028%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2020%201-23%20aug%2028%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2020%201-23%20aug%2028%201976.pdf
"Vol. 15, No. 22, September 11, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2021%201-28%20sep%204%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2021%201-28%20sep%204%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2021%201-28%20sep%204%201976.pdf
"Vol. 15, No. 23, September 18, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2022%201-28%20sep%2011%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2022%201-28%20sep%2011%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2022%201-28%20sep%2011%201976.pdf
"Vol. 15, No. 24, September 25, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2023%201-28%20sep%2018%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2023%201-28%20sep%2018%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2023%201-28%20sep%2018%201976.pdf
"Vol. 15, No. 25, October 2, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2024%201-28%20sep%2025%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2024%201-28%20sep%2025%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2024%201-28%20sep%2025%201976.pdf
"Vol. 15, No. 26, October 9, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2025%201-28%20oct%202%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2025%201-28%20oct%202%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2025%201-28%20oct%202%201976.pdf
"Vol. 15, No. 27, October 16, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2026%201-26%20oct%209%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2026%201-26%20oct%209%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2026%201-26%20oct%209%201976.pdf
"Vol. 15, No. 28, October 23, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2027%201-22%20oct%2016%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2027%201-22%20oct%2016%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2027%201-22%20oct%2016%201976.pdf
"Vol. 15, No. 29, October 29, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2028%201-26%20oct%2023%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2028%201-26%20oct%2023%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2028%201-26%20oct%2023%201976.pdf
"Vol. 15, No. 30, November 6, 1976", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2029%201-28%20oct%2030%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2029%201-28%20oct%2030%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2029%201-28%20oct%2030%201976.pdf
"Vol. 16, No. 8, Jan 1, 1977", https://www.marxists.org/history/usa/pubs/black-panther/15%20no%2030%201-28%20nov%206%201976.pdf, ./periodicals/black-panther/bpp-covers/15%20no%2030%201-28%20nov%206%201976_cover.pdf, ./periodicals/black-panther/bpp-issues/15%20no%2030%201-28%20nov%206%201976.pdf
"Vol. 16, No. 9, Jan 8, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%208%201-28%20jan%201%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%208%201-28%20jan%201%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%208%201-28%20jan%201%201977.pdf
"Vol. 16, No. 10, Jan 15, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%209%201-28%20jan%208%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%209%201-28%20jan%208%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%209%201-28%20jan%208%201977.pdf
"Vol. 16, No. 11, Jan 22, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2010%201-28%20jan%2015%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2010%201-28%20jan%2015%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2010%201-28%20jan%2015%201977.pdf
"Vol. 16, No. 12, Jan 29, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2011%201-28%20jan%2022%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2011%201-28%20jan%2022%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2011%201-28%20jan%2022%201977.pdf
"Vol. 16, No. 13, Feb 5, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2012%201-26%20jan%2029%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2012%201-26%20jan%2029%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2012%201-26%20jan%2029%201977.pdf
"Vol. 16, No. 14, Feb 12, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2013%201-26%20feb%205%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2013%201-26%20feb%205%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2013%201-26%20feb%205%201977.pdf
"Vol. 16, No. 15, Feb 19, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2014%201-28%20feb%2012%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2014%201-28%20feb%2012%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2014%201-28%20feb%2012%201977.pdf
"Vol. 16, No. 16, Feb 26, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2015%201-28%20feb%2019%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2015%201-28%20feb%2019%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2015%201-28%20feb%2019%201977.pdf
"Vol. 16, No. 20, Apr 2, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20n0%2016%201-28%20feb%2026%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20n0%2016%201-28%20feb%2026%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20n0%2016%201-28%20feb%2026%201977.pdf
"Vol. 16, No. 21, Apr 9, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2020%201-28%20apr%202%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2020%201-28%20apr%202%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2020%201-28%20apr%202%201977.pdf
"Vol. 16, No. 22, Apr 16, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2021%201-28%20apr%209%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2021%201-28%20apr%209%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2021%201-28%20apr%209%201977.pdf
"Vol. 16, No. 23, Apr 23, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2022%201-28%20apr%2016%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2022%201-28%20apr%2016%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2022%201-28%20apr%2016%201977.pdf
"Vol. 16, No. 24, Apr 30, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2023%201-28%20apr%2023%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2023%201-28%20apr%2023%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2023%201-28%20apr%2023%201977.pdf
"Vol. 16, No. 25, May 7, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20n0%2024%201-28%20apr%2030%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20n0%2024%201-28%20apr%2030%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20n0%2024%201-28%20apr%2030%201977.pdf
"Vol. 16, No. 26, May 14, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2025%201-28%20may%207%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2025%201-28%20may%207%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2025%201-28%20may%207%201977.pdf
"Vol. 16, No. 27, May 21, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2026%201-28%20may%2014%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2026%201-28%20may%2014%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2026%201-28%20may%2014%201977.pdf
"Vol. 16, No. 28, May 28, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2027%201-25%20may%2021%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2027%201-25%20may%2021%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2027%201-25%20may%2021%201977.pdf
"Vol. 16, No. 29, Jun 4, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2028%201-28%20may%2028%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2028%201-28%20may%2028%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2028%201-28%20may%2028%201977.pdf
"Vol. 16, No. 30, Jun 11, 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2029%201-28%20jun%204%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2029%201-28%20jun%204%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2029%201-28%20jun%204%201977.pdf
"Vol. 17, No. 1, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/16%20no%2030%201-28%20jun%2011%201977.pdf, ./periodicals/black-panther/bpp-covers/16%20no%2030%201-28%20jun%2011%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/16%20no%2030%201-28%20jun%2011%201977.pdf
"Vol. 17, No. 2, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%201%201-28%20jun%2018%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%201%201-28%20jun%2018%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%201%201-28%20jun%2018%201977.pdf
"Vol. 17, No. 3, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%202%201-28%20jun%2025%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%202%201-28%20jun%2025%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%202%201-28%20jun%2025%201977.pdf
"Vol. 17, No. 4, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%203%201-28%20jul%202%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%203%201-28%20jul%202%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%203%201-28%20jul%202%201977.pdf
"Vol. 17, No. 5, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%204%201-28%20jul%209%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%204%201-28%20jul%209%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%204%201-28%20jul%209%201977.pdf
"Vol. 17, No. 6, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%205%201-28%20jul%2016%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%205%201-28%20jul%2016%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%205%201-28%20jul%2016%201977.pdf
"Vol. 17, No. 7, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%206%201-28%20jul%2023%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%206%201-28%20jul%2023%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%206%201-28%20jul%2023%201977.pdf
"Vol. 17, No. 8, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%207%201-28%20jul%2030%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%207%201-28%20jul%2030%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%207%201-28%20jul%2030%201977.pdf
"Vol. 17, No. 9, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%208%201-28%20aug%206%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%208%201-28%20aug%206%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%208%201-28%20aug%206%201977.pdf
"Vol. 17, No. 10, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%209%201-28%20aug%2013%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%209%201-28%20aug%2013%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%209%201-28%20aug%2013%201977.pdf
"Vol. 17, No. 11, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2010%201-28%20aug%2020%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2010%201-28%20aug%2020%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2010%201-28%20aug%2020%201977.pdf
"Vol. 17, No. 12, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2011%201-28%20aug%2027%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2011%201-28%20aug%2027%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2011%201-28%20aug%2027%201977.pdf
"Vol. 17, No. 13, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2012%201-28%20sep%203%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2012%201-28%20sep%203%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2012%201-28%20sep%203%201977.pdf
"Vol. 17, No. 14, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2013%201-28%20sep%2010%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2013%201-28%20sep%2010%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2013%201-28%20sep%2010%201977.pdf
"Vol. 17, No. 15, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2014%201-28%20sep%2017%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2014%201-28%20sep%2017%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2014%201-28%20sep%2017%201977.pdf
"Vol. 17, No. 16, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2015%201-28%20sep%2024%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2015%201-28%20sep%2024%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2015%201-28%20sep%2024%201977.pdf
"Vol. 17, No. 17, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2016%201-28%20oct%208%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2016%201-28%20oct%208%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2016%201-28%20oct%208%201977.pdf
"Vol. 17, No. 18, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2017%201-28%20oct%2015%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2017%201-28%20oct%2015%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2017%201-28%20oct%2015%201977.pdf
"Vol. 17, No. 19, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2018%201-28%20oct%2022%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2018%201-28%20oct%2022%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2018%201-28%20oct%2022%201977.pdf
"Vol. 17, No. 20, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2019%201-28%20oct%2029%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2019%201-28%20oct%2029%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2019%201-28%20oct%2029%201977.pdf
"Vol. 17, No. 21, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2020%201-28%20nov%205%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2020%201-28%20nov%205%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2020%201-28%20nov%205%201977.pdf
"Vol. 17, No. 22, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2021%201-28%20nov%2012%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2021%201-28%20nov%2012%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2021%201-28%20nov%2012%201977.pdf
"Vol. 17, No. 23, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2022%201-28%20nov%2019%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2022%201-28%20nov%2019%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2022%201-28%20nov%2019%201977.pdf
"Vol. 17, No. 24, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2023%201-28%20nov%2026%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2023%201-28%20nov%2026%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2023%201-28%20nov%2026%201977.pdf
"Vol. 17, No. 25, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2024%201-28%20dec%203%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2024%201-28%20dec%203%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2024%201-28%20dec%203%201977.pdf
"Vol. 17, No. 26, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2025%201-28%20dec%2010%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2025%201-28%20dec%2010%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2025%201-28%20dec%2010%201977.pdf
"Vol. 17, No. 27, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2026%201-28%20dec%2017%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2026%201-28%20dec%2017%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2026%201-28%20dec%2017%201977.pdf
"Vol. 17, No. 28, , 1977", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2027%201-26%20dec%2024%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2027%201-26%20dec%2024%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2027%201-26%20dec%2024%201977.pdf
"Vol. 18, No. 1, Jan 21, 1978", https://www.marxists.org/history/usa/pubs/black-panther/17%20no%2028%201-28%20dec%2031%201977.pdf, ./periodicals/black-panther/bpp-covers/17%20no%2028%201-28%20dec%2031%201977_cover.pdf, ./periodicals/black-panther/bpp-issues/17%20no%2028%201-28%20dec%2031%201977.pdf
"Vol. 18, No. 2, Jan 28, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%201%201-28%20jan%2021%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%201%201-28%20jan%2021%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%201%201-28%20jan%2021%201978.pdf
"Vol. 18, No. 3, Feb 4, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%202%201-28%20jan%2028%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%202%201-28%20jan%2028%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%202%201-28%20jan%2028%201978.pdf
"Vol. 18, No. 4, Feb 11, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%203%201-28%20feb%204%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%203%201-28%20feb%204%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%203%201-28%20feb%204%201978.pdf
"Vol. 18, No. 5, Feb 18, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%204%201-28%20feb%2011%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%204%201-28%20feb%2011%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%204%201-28%20feb%2011%201978.pdf
"Vol. 18, No. 6, Feb 25, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%205%201-28%20feb%2018%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%205%201-28%20feb%2018%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%205%201-28%20feb%2018%201978.pdf
"Vol. 18, No. 7, Mar 4, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%206%201-28%20feb%2025%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%206%201-28%20feb%2025%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%206%201-28%20feb%2025%201978.pdf
"Vol. 18, No. 8, Mar 11, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%207%201-28%20mar%204%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%207%201-28%20mar%204%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%207%201-28%20mar%204%201978.pdf
"Vol. 18, No. 12, Apr 15, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%208%201-26%20mar%2011%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%208%201-26%20mar%2011%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%208%201-26%20mar%2011%201978.pdf
"Vol. 18, No. 17, Jul 15, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%2012%201-16%20apr%2015%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%2012%201-16%20apr%2015%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%2012%201-16%20apr%2015%201978.pdf
"Vol. 18, No. 26, Dec 2-15, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%2017%201-17%20jul%2015-28%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%2017%201-17%20jul%2015-28%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%2017%201-17%20jul%2015-28%201978.pdf
"Vol. 18, No. 28, Dec 16-29, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%2026%201-16%20dec%202-15%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%2026%201-16%20dec%202-15%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%2026%201-16%20dec%202-15%201978.pdf
"Vol. 18, No. 29, Dec 30, 1978", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%2028%201-16%20dec%2016-29%201978.pdf, ./periodicals/black-panther/bpp-covers/18%20no%2028%201-16%20dec%2016-29%201978_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%2028%201-16%20dec%2016-29%201978.pdf
"Vol. 19, No. 2, Feb 19–Mar 4, 1979", https://www.marxists.org/history/usa/pubs/black-panther/18%20no%2029%201-16%20dec%2030%201978%20jan%2012%201979.pdf, ./periodicals/black-panther/bpp-covers/18%20no%2029%201-16%20dec%2030%201978%20jan%2012%201979_cover.pdf, ./periodicals/black-panther/bpp-issues/18%20no%2029%201-16%20dec%2030%201978%20jan%2012%201979.pdf
"Vol. 19, No. 3, Mar 12–25, 1979", https://www.marxists.org/history/usa/pubs/black-panther/19%20no%202%201-16%20feb%2019%20mar%204%201979.pdf, ./periodicals/black-panther/bpp-covers/19%20no%202%201-16%20feb%2019%20mar%204%201979_cover.pdf, ./periodicals/black-panther/bpp-issues/19%20no%202%201-16%20feb%2019%20mar%204%201979.pdf
"Vol. 19, No. 6, Apr 30–May 13, 1979", https://www.marxists.org/history/usa/pubs/black-panther/19%20no%203%201-16%20mar%2012-25%201979.pdf, ./periodicals/black-panther/bpp-covers/19%20no%203%201-16%20mar%2012-25%201979_cover.pdf, ./periodicals/black-panther/bpp-issues/19%20no%203%201-16%20mar%2012-25%201979.pdf
"Vol. 19, No. 7, May 14–27, 1979", https://www.marxists.org/history/usa/pubs/black-panther/19%20no%206%201-16%20apr%2030%20may%2013%201979.pdf, ./periodicals/black-panther/bpp-covers/19%20no%206%201-16%20apr%2030%20may%2013%201979_cover.pdf, ./periodicals/black-panther/bpp-issues/19%20no%206%201-16%20apr%2030%20may%2013%201979.pdf
